#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                              b1|  1.64e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
          sts_serial|   5|    100000|     100|0.61249741|  PASSED  
          sts_serial|   6|    100000|     100|0.22696860|  PASSED  
          sts_serial|   6|    100000|     100|0.84093812|  PASSED  
          sts_serial|   7|    100000|     100|0.55018738|  PASSED  
          sts_serial|   7|    100000|     100|0.81389720|  PASSED  
          sts_serial|   8|    100000|     100|0.35256694|  PASSED  
          sts_serial|   8|    100000|     100|0.24993419|  PASSED  
          sts_serial|   9|    100000|     100|0.30921980|  PASSED  
          sts_serial|   9|    100000|     100|0.90286905|  PASSED  
          sts_serial|  10|    100000|     100|0.84075732|  PASSED  
          sts_serial|  10|    100000|     100|0.73756382|  PASSED  
          sts_serial|  11|    100000|     100|0.42063932|  PASSED  
          sts_serial|  11|    100000|     100|0.96894728|  PASSED  
          sts_serial|  12|    100000|     100|0.65861130|  PASSED  
          sts_serial|  12|    100000|     100|0.61770667|  PASSED  
          sts_serial|  13|    100000|     100|0.37875140|  PASSED  
          sts_serial|  13|    100000|     100|0.49282423|  PASSED  
          sts_serial|  14|    100000|     100|0.88120386|  PASSED  
          sts_serial|  14|    100000|     100|0.36450616|  PASSED  
          sts_serial|  15|    100000|     100|0.99136856|  PASSED  
          sts_serial|  15|    100000|     100|0.74063290|  PASSED  
          sts_serial|  16|    100000|     100|0.38181964|  PASSED  
          sts_serial|  16|    100000|     100|0.01555785|  PASSED  
         rgb_bitdist|   1|    100000|     100|0.60191028|  PASSED  
         rgb_bitdist|   2|    100000|     100|0.54702854|  PASSED  
         rgb_bitdist|   3|    100000|     100|0.89522799|  PASSED  
         rgb_bitdist|   4|    100000|     100|0.78728805|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.68452671|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.40926405|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.81388216|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.49727072|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.90267635|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.10217617|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.95350882|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.87262532|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.66142952|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.84627051|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.56135450|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.95409216|  PASSED  
    rgb_permutations|   2|    100000|     100|0.17052051|  PASSED  
    rgb_permutations|   3|    100000|     100|0.17546925|  PASSED  
    rgb_permutations|   4|    100000|     100|0.92841350|  PASSED  
    rgb_permutations|   5|    100000|     100|0.59770173|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.98792954|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.73061092|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.39636505|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.79290355|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.59972493|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.69426270|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.17504289|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.97244400|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.92991918|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.16197821|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.38134218|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.99610431|   WEAK   
      rgb_lagged_sum|  12|   1000000|     100|0.95647900|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.77169464|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.80711391|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.39354802|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.14481955|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.48438215|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.24733818|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.56124875|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.85233263|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.96685464|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.77989674|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.62520395|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.26563962|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.30521294|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.99379519|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.90931548|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.98107306|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.38151765|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.84523296|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.53082751|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.72865216|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.15429469|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.73223339|  PASSED  
             dab_dct| 256|     50000|       1|0.85077605|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.83033562|  PASSED  
        dab_filltree|  32|  15000000|       1|0.79653474|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.80027862|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.30350189|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.76719398|  PASSED  
